idade_usuario,salario_usuario,moradia_usuario,tempo_trabalho_usuario,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_emprestimo,status_emprestimo,renda_percentual_emprestimo,status_inadimplencia,tempo_credito
32,72000,Alugada,5,Empreendimento,B,12000,10.62,0,0.17,N,5
24,36000,Propria,0,Medico,D,12000,NULL,0,0.33,Y,3
24,42000,Propria,8,Educacao,A,8000,6.62,0,0.19,N,4
30,66000,Hipotecada,2,,B,NULL,14.27,0,0.15,Y,7
35,31000,Hipotecada,2,"Pagamento de Débitos",D,5000,14.46,1,0.16,Y,5
24,37000,Hipotecada,4,Medico,,NULL,12.61,0,0.03,N,4
31,400000,Hipotecada,5,"Melhoria do lar",A,28000,7.49,0,0.07,N,6
29,24000,Alugada,NULL,Empreendimento,C,7750,13.85,1,0.32,N,8
25,162500,Alugada,2,Empreendimento,A,35000,7.49,0,0.22,N,4
NULL,45000,Alugada,3,Educacao,B,15000,18.43,NULL,0.43,Y,2
27,75000,Alugada,4,Empreendimento,C,1000,13.49,0,0.01,Y,9
25,45000,Hipotecada,6,"Melhoria do lar",B,10000,9.99,0,0.22,N,4
22,60000,Alugada,5,"Pagamento de Débitos",C,2100,14.65,0,0.04,N,2
24,75000,Hipotecada,5,Educacao,C,7200,NULL,0,0.1,Y,3
30,60000,Hipotecada,NULL,"Pagamento de Débitos",A,NULL,5.99,0,0.31,N,2
26,48000,Hipotecada,7,Medico,A,10000,NULL,0,0.21,N,3
48,56500,Hipotecada,9,"Pagamento de Débitos",B,15000,11.14,1,0.27,N,11
21,39327,Alugada,5,Medico,D,3000,13.67,1,0.08,N,2
33,53000,Alugada,13,Educacao,C,10000,15.96,0,0.19,N,9
25,29328,Hipotecada,9,"Pagamento de Débitos",A,10000,7.74,0,0.34,N,3
29,115000,Hipotecada,10,Empreendimento,C,5600,13.43,0,0.05,Y,8
23,70000,Alugada,4,Educacao,A,6000,7.49,0,0.09,N,3
25,60000,Hipotecada,9,"Melhoria do lar",B,10000,10.83,0,0.17,N,4
23,39996,Alugada,2,Educacao,B,18000,9.25,1,0.45,N,4
24,56100,Hipotecada,4,Medico,D,4900,15.95,1,0.07,Y,4
23,15204,Hipotecada,7,Pessoal,A,2800,8.49,1,0.18,N,3
23,12000,Alugada,0,Educacao,A,NULL,NULL,1,0.06,,7
32,162000,Alugada,5,Empreendimento,A,20000,6.99,0,0.12,N,9
21,26000,Propria,5,Educacao,A,6000,5.79,0,0.23,N,2
26,113000,Alugada,3,"Melhoria do lar",C,10000,13.72,0,0.09,Y,3
43,122000,Propria,20,Medico,B,12000,11.83,0,0.1,N,11
32,50880,Alugada,6,Pessoal,F,15000,20.25,0,0.29,Y,5
29,15600,Alugada,4,Pessoal,C,5275,14.72,1,0.34,Y,8
34,65000,Hipotecada,3,Empreendimento,A,5000,6.99,0,0.08,N,7
23,104736,Hipotecada,3,"Pagamento de Débitos",D,25000,14.11,1,0.24,Y,2
34,263004,Hipotecada,2,"Pagamento de Débitos",D,25000,16.32,1,0.1,Y,9
23,36000,Alugada,1,,C,NULL,12.87,0,0.13,Y,3
26,80004,Hipotecada,7,Pessoal,C,7500,15.23,1,0.09,N,4
27,58000,Alugada,1,Empreendimento,B,8000,11.36,0,0.14,N,7
26,85000,Alugada,1,Educacao,A,2500,8.59,0,0.03,N,2
31,NULL,Alugada,5,Medico,,3975,10.99,0,0.11,N,7
22,36000,Alugada,3,Educacao,D,9600,17.27,1,0.27,Y,4
47,85000,Hipotecada,3,"Melhoria do lar",A,10000,8.07,0,0.12,N,15
34,111996,Hipotecada,11,"Pagamento de Débitos",A,3000,7.74,0,0.03,N,10
29,186063,Hipotecada,14,Educacao,B,25000,10.46,0,0.13,N,6
32,54000,Hipotecada,16,Medico,A,10000,7.74,0,0.19,N,7
37,44000,Alugada,14,Educacao,A,1000,5.42,0,0.02,N,13
25,51000,Alugada,1,"Pagamento de Débitos",B,2700,9.7,0,0.05,N,2
26,48701,Alugada,3,Medico,B,8000,11.48,0,0.16,N,4
23,74424,Alugada,4,Educacao,C,15000,13.47,0,0.2,Y,3
24,60000,Alugada,4,Educacao,B,12500,11.49,0,0.21,N,2
30,39000,Alugada,1,Medico,A,2300,8.59,0,0.06,N,8
26,68000,Alugada,4,,B,NULL,NULL,0,0.19,N,4
26,46800,Alugada,0,Educacao,B,12500,11.86,0,0.27,N,3
21,16800,Hipotecada,0,Empreendimento,B,6000,10.39,1,0.36,N,4
27,69805,Alugada,3,Empreendimento,B,12000,10.25,0,0.17,N,9
25,140000,Alugada,9,Educacao,A,20000,6.54,0,0.14,N,4
30,100000,Alugada,1,Pessoal,B,1000,11.71,0,0.01,N,6
28,42000,Hipotecada,4,"Melhoria do lar",B,10000,10.75,0,0.24,N,6
28,50000,Alugada,4,Pessoal,A,15000,7.49,0,0.3,N,6
26,107496,Hipotecada,9,"Pagamento de Débitos",B,20000,12.69,0,0.19,N,4
26,42500,Alugada,2,Educacao,C,3500,12.61,0,0.08,Y,4
26,59000,Alugada,3,Empreendimento,C,14500,11.97,1,0.25,N,2
27,142000,Alugada,2,Medico,C,5000,13.16,0,0.04,Y,9
25,60000,Hipotecada,6,Medico,C,13000,14.17,0,0.22,Y,3
22,93000,Hipotecada,6,Medico,A,3600,7.9,0,0.04,N,3
NULL,68000,Alugada,NULL,Pessoal,C,12000,14.09,1,0.05,Y,10
28,53000,Alugada,0,Medico,C,12000,14.22,0,0.23,N,10
27,48996,Alugada,3,Educacao,B,12000,12.53,0,0.24,N,8
23,39292,Hipotecada,3,Pessoal,A,3250,NULL,1,0.08,N,4
29,87204,Hipotecada,7,Medico,A,10000,9.32,0,0.11,N,8
35,30555,Alugada,4,Medico,C,4500,13.22,0,0.15,N,10
26,110000,Hipotecada,4,Empreendimento,B,5000,9.63,0,0.05,N,2
35,37000,Propria,1,Educacao,A,4650,6.62,0,0.13,N,8
25,38000,Hipotecada,9,"Melhoria do lar",A,9000,6.99,0,0.24,N,4
27,44000,Alugada,3,Medico,C,3500,12.98,0,0.08,N,10
27,45000,Alugada,0,Pessoal,C,7500,12.73,0,0.17,Y,6
27,45000,Alugada,1,Educacao,C,10000,NULL,0,0.22,N,9
23,84000,Alugada,0,"Pagamento de Débitos",C,15000,11.34,0,0.18,Y,4
32,85000,Hipotecada,3,Empreendimento,E,8000,18.79,0,0.09,Y,5
31,62050,Alugada,5,Medico,D,5800,14.11,1,0.08,Y,10
40,57000,Alugada,1,Educacao,B,3000,10,0,0.05,N,14
30,42000,Alugada,2,Medico,A,10000,NULL,0,0.24,N,7
22,NULL,Propria,NULL,Pessoal,C,8000,14.27,0,0.23,,3
23,88000,Hipotecada,7,Empreendimento,A,12475,6.03,0,0.14,N,4
32,84996,Hipotecada,7,"Pagamento de Débitos",C,6000,12.99,0,0.07,Y,7
39,30000,Alugada,7,Empreendimento,A,8450,5.99,0,0.28,N,16
29,29500,Alugada,3,Empreendimento,A,6550,7.9,0,0.22,N,10
23,11000,Propria,0,Empreendimento,A,1400,9.32,0,0.13,N,4
70,39996,Alugada,NULL,Medico,C,3600,15.23,0,0.09,Y,19
25,60000,Alugada,2,"Melhoria do lar",C,10000,12.09,0,0.17,N,2
27,75500,Hipotecada,8,Educacao,A,9000,7.9,0,0.12,N,5
29,75000,Propria,NULL,Educacao,D,5000,15.62,0,0.07,N,10
26,44000,Alugada,0,Medico,E,8400,14.5,1,0.19,Y,3
25,36000,Alugada,8,Pessoal,A,3350,7.9,0,0.09,N,4
21,12360,Alugada,NULL,Empreendimento,B,5000,10.75,1,0.4,N,4
24,52000,Hipotecada,0,Educacao,C,1200,13.98,0,0.02,Y,2
26,36000,Alugada,10,Medico,A,6400,5.99,0,0.18,N,3
27,65000,Alugada,12,"Pagamento de Débitos",C,5000,13.99,0,0.08,Y,9
30,43000,Alugada,3,Empreendimento,A,15000,NULL,1,0.35,N,8
NULL,54000,Hipotecada,4,Medico,A,NULL,7.49,0,0.11,N,4
23,32000,Alugada,5,Medico,A,10000,7.29,1,0.31,N,3
23,74000,Hipotecada,3,Empreendimento,C,10000,NULL,1,0.14,Y,3
28,300000,Hipotecada,1,Pessoal,C,9600,15.23,0,0.03,Y,10
24,73000,Alugada,2,Pessoal,A,6500,NULL,0,0.09,N,2
25,130000,Hipotecada,3,"Melhoria do lar",B,25000,11.36,0,0.19,N,3
25,26000,Alugada,4,Medico,C,8000,12.87,1,0.31,N,4
28,60000,Hipotecada,5,"Melhoria do lar",A,2500,NULL,0,0.04,N,7
27,104000,Alugada,8,"Melhoria do lar",A,12800,7.29,0,0.12,N,5
26,18700,Alugada,2,Educacao,A,1500,5.42,0,0.08,N,4
24,24000,Hipotecada,4,Educacao,D,8500,15.7,0,0.35,N,2
22,65700,Alugada,7,Pessoal,B,6800,10.37,0,0.1,N,3
32,21120,Alugada,0,Medico,A,10000,NULL,1,0.47,N,6
21,55692,Alugada,5,Pessoal,A,5600,6.62,0,0.1,N,2
35,21340,Alugada,0,Medico,B,8000,11.14,1,0.37,N,6
22,55000,Hipotecada,5,Educacao,D,11100,16.77,0,0.2,N,2
28,71000,Hipotecada,1,Pessoal,B,20000,NULL,0,0.28,N,8
25,80000,Alugada,9,Pessoal,A,2100,NULL,0,0.03,N,4
23,85000,Hipotecada,1,Empreendimento,B,10000,10.36,0,0.12,N,4
23,32000,Hipotecada,4,Empreendimento,A,1200,7.68,0,0.04,N,4
22,75000,Alugada,2,Educacao,B,10000,11.26,0,0.13,N,4
22,63600,Propria,1,Empreendimento,A,4000,6.76,0,0.06,N,2
45,126000,Hipotecada,5,Empreendimento,B,6000,10.65,0,0.05,N,12
27,54000,Hipotecada,1,"Pagamento de Débitos",C,6000,14.27,0,0.11,Y,7
49,90000,Alugada,3,Educacao,B,12000,NULL,0,0.13,N,16
25,50000,Alugada,5,Empreendimento,B,4800,10.99,0,0.1,N,4
31,53000,Hipotecada,15,Empreendimento,D,10000,NULL,0,0.19,N,10
27,122000,Hipotecada,1,"Pagamento de Débitos",A,8000,7.88,0,0.07,N,6
22,50004,Hipotecada,0,Educacao,A,12000,7.37,0,0.24,N,2
24,57655,Hipotecada,7,Medico,D,9925,15.58,1,0.17,N,2
30,100000,Hipotecada,14,Medico,B,15000,11.14,0,0.15,N,9
27,74000,Hipotecada,4,Educacao,D,12100,16.89,0,0.16,Y,9
24,46500,Alugada,5,Educacao,B,20000,10.62,1,0.43,N,2
36,45000,Alugada,3,"Pagamento de Débitos",C,1800,14.27,0,0.04,Y,15
27,38400,Hipotecada,3,"Pagamento de Débitos",C,15000,12.68,0,0.39,N,5
23,30000,Alugada,6,Empreendimento,B,19750,11.14,1,0.66,N,4
43,50000,Alugada,0,Pessoal,B,4500,10.74,0,0.09,N,16
23,75000,Alugada,3,Empreendimento,A,13200,6.17,0,0.18,N,4
29,35568,Hipotecada,5,"Pagamento de Débitos",B,3975,10.99,0,0.11,N,7
43,36000,Hipotecada,5,Empreendimento,B,5000,9.91,0,0.14,N,17
25,67000,Alugada,9,Medico,C,10000,13.92,0,0.15,N,3
24,42000,Alugada,9,Educacao,A,4200,7.9,0,0.1,N,2
43,43000,Hipotecada,5,Medico,B,15000,8.88,0,0.35,N,12
26,110000,Alugada,4,Empreendimento,B,12000,NULL,0,0.11,N,2
26,49680,Alugada,1,Medico,C,5875,12.99,0,0.12,Y,3
24,25000,Alugada,NULL,Empreendimento,A,1800,10.75,0,NULL,N,7
26,63000,Alugada,10,"Melhoria do lar",A,3600,6.76,0,0.06,N,4
24,NULL,Alugada,6,Pessoal,A,21000,NULL,0,0.26,N,7
24,63000,Alugada,3,Empreendimento,C,11500,14.79,0,0.18,N,2
23,160000,Hipotecada,5,Empreendimento,A,35000,7.66,0,0.22,N,3
45,119004,Hipotecada,13,Empreendimento,B,5000,11.49,0,0.04,N,13
21,36000,Alugada,NULL,Pessoal,B,18000,9.88,1,0.5,N,3
22,33300,Hipotecada,5,"Pagamento de Débitos",D,5325,14.59,1,0.16,N,4
27,11808,Alugada,NULL,Medico,D,1000,14.91,1,0.08,N,8
23,74800,Alugada,1,Medico,E,20000,17.04,1,0.23,Y,3
24,72000,Hipotecada,8,"Melhoria do lar",A,8200,7.88,0,0.11,N,4
29,40000,Hipotecada,13,Pessoal,A,6400,7.51,0,0.16,N,6
22,54252,Hipotecada,6,"Pagamento de Débitos",A,3500,6.39,0,0.06,N,2
24,83300,Alugada,0,Medico,D,25000,NULL,1,0.26,N,2
24,54000,Hipotecada,8,Pessoal,A,13000,7.49,0,0.24,N,2
28,35000,Propria,5,Educacao,A,10000,7.51,0,0.29,N,7
27,31200,Alugada,2,Pessoal,A,6000,6.62,1,0.19,N,10
26,38400,Alugada,10,Medico,D,7500,17.58,0,0.2,N,2
44,68500,Hipotecada,4,Pessoal,D,14300,15.31,0,0.21,N,17
22,59000,Hipotecada,1,Medico,A,15000,5.99,0,0.25,N,3
25,90900,Alugada,9,Empreendimento,C,9000,13.22,0,0.1,Y,3
41,69350,Alugada,5,Educacao,A,10800,5.42,0,0.16,N,13
32,115200,Hipotecada,3,Medico,A,10200,NULL,0,0.09,N,9
52,NULL,Hipotecada,6,Pessoal,B,7000,NULL,1,0.13,Y,12
24,53000,Alugada,6,Empreendimento,B,12000,11.11,0,0.23,N,3
24,120000,Alugada,2,Medico,B,14000,10,0,0.12,N,3
25,69000,Hipotecada,9,"Melhoria do lar",C,15900,13.22,0,0.23,Y,3
27,75000,Propria,3,"Melhoria do lar",C,25000,13.85,0,0.33,N,10
26,45600,Alugada,2,Medico,B,6500,10.99,0,0.14,N,4
66,60000,Alugada,4,Medico,C,27050,NULL,1,0.45,Y,28
24,100000,Alugada,0,"Melhoria do lar",B,3000,9.76,0,0.03,N,3
28,174000,Hipotecada,2,Pessoal,D,12000,NULL,0,0.07,N,10
25,46000,Alugada,3,Pessoal,C,6000,14.72,0,0.13,Y,4
34,37000,Hipotecada,7,"Pagamento de Débitos",B,4400,10.99,0,0.12,N,5
34,42000,Hipotecada,7,Medico,B,7500,11.11,0,0.18,N,7
24,43300,Hipotecada,2,Educacao,B,24000,10.62,0,0.55,N,2
22,45000,Alugada,0,,C,7200,7.74,0,NULL,N,10
33,51200,Alugada,1,Empreendimento,E,13075,16.7,1,0.26,Y,8
40,125000,Hipotecada,3,Pessoal,A,10200,7.49,0,0.08,N,13
36,408000,Hipotecada,12,"Melhoria do lar",A,35000,7.9,0,0.09,N,13
23,42000,Alugada,0,Empreendimento,B,4000,10.59,0,0.1,N,2
28,45000,Alugada,6,Medico,B,11000,11.99,0,0.24,N,7
34,50000,Alugada,1,Educacao,C,2400,13.49,0,0.05,Y,9
26,NULL,Hipotecada,NULL,Pessoal,B,8000,10,0,0.17,N,4
24,145000,Propria,2,Pessoal,B,11500,11.14,0,0.08,N,4
29,72000,Hipotecada,7,Medico,A,24000,7.88,0,0.33,N,9
29,50000,Alugada,4,Empreendimento,C,5050,12.73,0,0.1,Y,7
38,117400,Hipotecada,7,Pessoal,B,16000,10.75,0,0.14,N,16
29,62000,Hipotecada,4,Pessoal,D,3000,14.84,0,0.05,N,7
23,39000,Alugada,6,Educacao,B,5000,12.69,0,0.13,N,3
24,22320,Propria,4,Medico,E,1000,16.32,1,0.04,N,2
24,38112,Alugada,2,Pessoal,A,5400,NULL,NULL,0.16,N,13
23,15600,Alugada,1,Empreendimento,A,4500,5.99,1,0.29,N,4
25,53000,Hipotecada,2,Empreendimento,B,10750,11.14,0,0.2,N,2
27,48000,Alugada,2,Educacao,A,4000,6.03,1,0.08,N,6
25,100000,Alugada,3,Empreendimento,,20000,14.72,NULL,0.11,Y,2
21,74000,Hipotecada,0,"Pagamento de Débitos",B,15000,11.99,0,0.2,N,3
37,46000,Hipotecada,9,Educacao,B,5000,10.75,0,0.11,N,14
28,30000,Alugada,4,Empreendimento,B,3900,11.99,0,0.13,N,8
35,54000,Propria,NULL,Medico,A,6000,6.62,0,0.11,N,5
24,32000,Alugada,4,Medico,A,12000,7.51,1,0.38,N,2
26,40000,Alugada,3,Medico,A,21000,6.54,1,0.53,N,4
22,57600,Propria,NULL,Educacao,A,1500,5.99,0,0.03,N,3
26,24996,Alugada,3,Empreendimento,A,8500,6.91,1,0.34,N,4
25,80208,Hipotecada,1,Medico,A,4000,5.42,0,0.05,N,3
23,36000,Alugada,1,Medico,A,5600,7.9,0,0.16,N,4
26,37680,Alugada,5,Medico,D,2000,14.96,1,0.05,N,3
26,75000,Alugada,2,Pessoal,C,16000,13.35,0,0.21,Y,2
37,48000,Alugada,5,Pessoal,A,7500,NULL,0,0.16,N,13
25,48000,Alugada,2,Educacao,B,10000,11.86,0,0.21,N,3
28,24996,Hipotecada,6,Pessoal,A,6000,5.99,0,0.24,N,7
23,20000,Hipotecada,7,Educacao,C,3625,NULL,0,0.18,Y,3
24,46000,Alugada,2,Empreendimento,C,9975,13.11,0,0.22,Y,3
30,24000,Alugada,5,Medico,C,5500,13.23,0,0.23,Y,8
35,49404,Alugada,0,Medico,A,22750,6.54,1,0.46,N,9
23,33000,Alugada,0,Educacao,B,4600,11.71,0,0.14,N,3
22,64000,Hipotecada,5,Empreendimento,B,6000,10.99,0,0.09,N,3
29,45000,Alugada,0,Medico,C,12000,12.99,0,0.27,N,8
39,150000,Hipotecada,9,Medico,A,30000,8.9,0,0.2,N,11
25,59000,Alugada,9,Empreendimento,C,6000,15.23,1,0.1,N,3
26,150000,Hipotecada,8,Medico,C,35000,15.96,0,0.23,N,3
26,85000,Alugada,2,Empreendimento,A,28000,7.49,1,0.33,N,3
24,39000,Alugada,8,Medico,D,1500,15.62,0,0.04,Y,3
22,33000,Alugada,1,Empreendimento,B,16000,10.99,1,0.48,N,2
26,45000,Hipotecada,6,Medico,,3500,15.28,NULL,0.05,Y,3
26,130000,Hipotecada,7,Empreendimento,D,6500,15.99,0,0.05,Y,3
43,122500,Hipotecada,4,Educacao,A,9150,6.03,0,0.07,N,12
26,105400,Hipotecada,6,Medico,D,24000,14.61,1,0.19,N,3
28,40000,Alugada,2,Pessoal,B,7500,11.86,0,0.19,N,8
27,83200,Alugada,11,Educacao,D,9000,15.31,0,0.11,Y,5
23,29004,Hipotecada,2,Medico,B,6000,11.99,0,0.21,N,2
29,117000,Alugada,6,Pessoal,B,21000,10.65,0,0.18,N,9
29,60000,Hipotecada,13,Medico,G,25000,20.16,1,0.42,N,10
25,78996,Alugada,9,Educacao,A,4500,8.63,0,0.06,N,2
25,52000,Hipotecada,8,Educacao,C,3900,NULL,0,0.07,N,4
25,60000,Alugada,4,Educacao,B,12500,11.89,0,0.21,N,2
28,30000,Alugada,3,Medico,B,5000,9.88,0,0.17,N,8
25,90000,Hipotecada,7,Pessoal,A,6000,7.14,0,0.07,N,3
34,105000,Hipotecada,2,"Melhoria do lar",A,5000,5.42,0,0.05,N,7
40,46000,Hipotecada,5,"Melhoria do lar",A,10000,7.9,0,0.22,N,14
22,84996,Outros,3,"Pagamento de Débitos",B,15000,11.48,0,0.18,N,2
37,80000,Alugada,0,"Melhoria do lar",B,35000,11.99,1,0.44,N,17
23,68000,Hipotecada,0,Educacao,A,4000,NULL,1,NULL,N,13
25,35000,Alugada,4,Empreendimento,D,4000,16.29,0,0.11,Y,2
30,522000,Hipotecada,11,"Melhoria do lar",A,2500,7.43,0,0,N,9
28,180000,Alugada,4,Empreendimento,C,9000,13.8,0,0.05,N,10
45,54000,Hipotecada,1,Educacao,D,7750,16.07,1,0.14,N,13
31,72000,Hipotecada,4,Educacao,C,9000,15.96,1,0.13,Y,5
24,48000,Propria,8,Pessoal,A,1300,9.07,0,0.03,N,4
24,54480,Alugada,8,"Melhoria do lar",B,10000,11.89,0,0.18,N,3
24,38000,Alugada,8,Medico,B,4500,10.83,0,0.12,N,2
30,67092,Alugada,0,Pessoal,C,9000,12.87,0,0.13,Y,9
21,36000,Alugada,3,Educacao,C,18500,10.91,1,0.51,N,3
23,60000,Hipotecada,8,Medico,B,10000,NULL,0,0.17,N,3
26,46800,Hipotecada,NULL,Pessoal,D,6000,14.91,0,0.13,Y,3
28,38000,Alugada,7,Pessoal,C,5000,13.49,1,0.13,N,6
26,52800,Alugada,2,Empreendimento,D,10000,12.8,1,0.19,Y,3
26,22406,Alugada,5,"Melhoria do lar",A,2500,6.76,1,0.11,N,2
22,95000,Hipotecada,0,Educacao,A,10400,5.42,0,0.11,N,4
23,59000,Alugada,7,Educacao,C,20000,12.29,1,0.34,N,4
30,96000,Hipotecada,7,Pessoal,B,8000,NULL,0,0.11,,7
28,42100,Alugada,0,Pessoal,B,4925,11.49,0,0.12,N,7
25,44000,Alugada,9,Medico,A,9000,7.29,0,0.2,N,3
23,59000,Hipotecada,0,Educacao,B,21600,11.89,0,0.37,N,2
28,64000,Alugada,1,Pessoal,C,10000,11.66,0,0.16,N,5
29,26880,Alugada,0,"Melhoria do lar",D,6000,14.84,1,0.22,N,7
22,59000,Hipotecada,4,Educacao,A,20000,6.91,0,0.34,N,4
22,150000,Alugada,2,Medico,A,8200,6.99,0,0.05,N,3
22,50750,Hipotecada,2,Medico,B,10000,9.63,0,0.2,N,4
44,49510,Hipotecada,5,"Melhoria do lar",B,4000,10.62,0,0.08,N,14
45,45000,Hipotecada,14,Educacao,A,14000,6.62,0,0.31,N,12
27,127000,Hipotecada,6,Pessoal,B,21000,10.99,0,0.17,N,8
22,32500,Alugada,0,Empreendimento,B,12000,11.49,1,0.37,N,3
28,140000,Alugada,0,"Melhoria do lar",A,7400,6.03,0,0.05,N,6
31,190000,Hipotecada,4,"Pagamento de Débitos",A,9000,6.03,0,0.05,N,7
22,72000,Alugada,2,,,13000,NULL,1,0.34,N,17
36,32000,Hipotecada,7,Educacao,B,5300,10.65,0,0.17,N,13
51,16800,Propria,3,Pessoal,B,1000,11.11,0,0.06,N,22
30,125000,Hipotecada,5,Medico,A,8000,7.74,0,0.06,N,10
39,69000,Alugada,0,Pessoal,D,15000,14.42,1,0.22,N,12
25,78000,Hipotecada,0,Empreendimento,A,14000,7.51,0,0.18,N,3
27,NULL,Propria,11,"Melhoria do lar",,9250,17.19,0,0.29,N,4
23,69000,Alugada,8,Educacao,B,9000,9.63,1,0.13,N,4
29,25000,Hipotecada,5,"Pagamento de Débitos",A,7475,8.49,0,0.3,N,6
37,72800,Hipotecada,0,Educacao,B,23000,11.58,0,0.32,N,17
29,140000,Alugada,5,"Pagamento de Débitos",C,20000,13.49,0,0.14,Y,8
35,97500,Hipotecada,19,Medico,A,8000,5.42,0,0.08,N,9
42,50426,Alugada,0,Pessoal,A,4200,7.49,0,0.08,N,11
34,48000,Alugada,4,Empreendimento,B,3000,11.83,0,0.06,N,10
24,99000,Hipotecada,8,"Pagamento de Débitos",A,12000,6.03,0,0.12,N,4
23,46000,Alugada,2,Empreendimento,D,6800,15.65,1,0.15,Y,4
23,30000,Alugada,1,Medico,C,5200,15.96,0,0.17,Y,3
25,30000,Alugada,4,Educacao,C,2000,14.22,0,0.07,N,2
66,38400,Alugada,14,Medico,A,11000,5.42,0,0.29,N,19
24,95004,Hipotecada,8,Empreendimento,A,16000,5.79,0,0.17,N,4
48,41500,Alugada,3,Medico,A,5000,7.29,0,0.12,N,16
25,100000,Hipotecada,9,"Melhoria do lar",B,25000,11.48,0,0.25,N,3
29,65000,Hipotecada,13,Educacao,D,10000,15.33,0,0.15,Y,6
25,40000,Propria,3,Educacao,D,12000,14.83,0,0.3,N,4
29,50000,Alugada,1,Medico,C,6500,15.96,0,0.13,N,7
30,32796,Alugada,8,Medico,B,3000,11.49,0,0.09,N,7
26,225000,Alugada,1,Educacao,A,3000,9.32,0,0.01,N,4
28,70000,Hipotecada,4,"Melhoria do lar",B,20000,12.18,0,0.29,N,6
22,49000,Hipotecada,2,"Pagamento de Débitos",B,8500,12.53,0,0.17,N,2
22,NULL,Alugada,6,Educacao,C,7000,7.9,0,0.1,,2
30,54400,Hipotecada,3,Medico,A,23500,6.91,1,0.37,N,7
31,50000,Hipotecada,2,"Pagamento de Débitos",B,5000,10.62,0,0.1,N,10
25,55000,Alugada,9,Educacao,B,9000,10.99,0,0.16,N,4
36,84695,Alugada,2,Medico,A,12000,7.29,0,0.14,N,14
26,16800,Alugada,0,Educacao,B,5000,NULL,1,0.3,N,4
24,37000,Hipotecada,0,Medico,C,8500,12.53,1,0.23,Y,2
39,73500,Alugada,1,Educacao,C,18000,NULL,0,0.24,Y,15
22,26880,Alugada,2,"Pagamento de Débitos",B,1600,11.12,0,0.06,N,2
22,39000,Hipotecada,6,Educacao,A,10750,NULL,0,0.28,N,4
26,31200,Alugada,0,Medico,B,2900,9.91,0,0.09,N,2
26,50000,Alugada,10,Empreendimento,A,1300,6.99,0,0.03,N,3
27,90000,Hipotecada,6,Medico,B,5500,10.25,0,0.06,N,9
29,30156,Propria,NULL,Empreendimento,A,7000,6.99,0,0.23,N,10
23,55000,Hipotecada,5,Medico,C,8000,13.85,0,0.15,Y,2
25,60000,Hipotecada,9,Pessoal,A,1800,8.49,0,0.03,N,4
28,78000,Hipotecada,4,"Melhoria do lar",B,24000,10.25,1,0.31,N,8
29,91500,Alugada,2,Medico,B,4500,10.65,0,0.05,N,5
25,70000,Hipotecada,9,"Pagamento de Débitos",B,14000,10.25,0,0.2,N,4
25,82000,Alugada,2,Medico,A,9200,6.03,0,0.11,N,3
25,37315,Alugada,1,"Pagamento de Débitos",A,2000,6.39,0,0.05,N,4
26,40000,Alugada,2,,,1500,11.49,0,0.02,N,3
60,29000,Alugada,0,"Melhoria do lar",D,2500,15.33,1,0.09,Y,27
28,150000,Alugada,13,Pessoal,B,3000,10.75,0,0.02,N,5
25,84000,Alugada,5,"Melhoria do lar",B,18000,9.88,0,0.21,N,3
21,47664,Alugada,5,"Pagamento de Débitos",A,4800,7.9,0,0.1,N,2
38,48000,Alugada,7,Medico,B,6000,NULL,0,0.13,N,17
39,56000,Alugada,16,"Pagamento de Débitos",C,10000,13.06,0,0.18,N,11
25,89000,Hipotecada,9,Medico,A,14000,7.49,0,0.16,N,2
24,56000,Alugada,8,Empreendimento,D,21250,15.95,1,0.38,Y,3
40,108000,Hipotecada,7,"Pagamento de Débitos",D,6000,17.27,1,0.06,N,16
24,96000,Hipotecada,2,Empreendimento,B,4200,NULL,0,0.04,N,4
25,42000,Alugada,8,"Pagamento de Débitos",A,12375,7.29,0,0.29,N,4
40,100010,Hipotecada,11,Pessoal,B,8000,9.99,0,0.08,N,17
36,65028,Hipotecada,4,Educacao,D,10000,15.95,1,0.15,N,14
38,60000,Hipotecada,7,"Pagamento de Débitos",B,8000,10.99,0,0.13,N,13
23,39800,Hipotecada,NULL,Medico,B,20000,14.54,1,0.23,Y,11
28,288000,Alugada,5,"Pagamento de Débitos",E,25000,17.93,1,0.09,N,8
22,34000,Alugada,7,Educacao,C,1800,NULL,1,0.05,N,2
30,110000,Alugada,8,"Melhoria do lar",B,12000,12.18,0,0.11,N,7
25,45000,Hipotecada,4,Empreendimento,C,10400,14.27,0,0.23,Y,2
30,40000,Hipotecada,8,"Melhoria do lar",B,8600,10.65,0,0.21,N,6
36,98240,Hipotecada,4,Pessoal,E,20000,16.35,0,0.2,N,16
36,69736,Hipotecada,17,Empreendimento,E,2500,17.04,0,0.04,N,14
NULL,50000,Alugada,3,Empreendimento,D,6000,7.88,0,0.06,N,9
23,47000,Alugada,1,Empreendimento,E,25000,17.93,1,0.53,N,2
21,38000,Alugada,3,Pessoal,B,10000,12.18,0,0.26,N,3
23,36000,Hipotecada,7,"Pagamento de Débitos",B,6400,11.49,0,0.18,N,3
23,49000,Hipotecada,7,Educacao,C,4000,13.99,0,0.08,N,3
31,65000,Hipotecada,15,Pessoal,D,3000,16.77,0,0.05,Y,7
22,55555,Alugada,7,Educacao,E,12000,NULL,0,0.22,N,4
